Species.x,com1,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,OccProb,Model,Species.y,ncells,min.long,max.long,min.lat,max.lat,median.long,median.lat,biomes,Method,maxBiome,percent_maxBiome,Ncells,rwidth,nwidth,C_geo,PC_geo,synonyms,li_form_B.x,reprod_B.x,strategy,poll_vect_B.x,canopy_height,dispersal,leaf_size,dispersal_morphology,growth_form,releasing_height,sbank,seed_mass,seed_number_per_shoot,woodiness,inflorescence_fr,sex_reprod_fr,poll_vect_fr,fruit_type_fr,dissemination_fr,li_form_fr,li_form_B.y,reprod_B.y,poll_vect_B.y,bud_bank_seasonality_soil
Abies_cephalonica,Abies_cephalonica-ESM_bin,1,8,320000,0.020486556,5.12e-7,8400,5.37772e-4,3.652173913,0.015204866,40000,80311.89202,2500,237500,0.052499406,0.050910088,0.018058001,0.018947368,0.08,1.352678571,0.446249964,1,2.25,1.060624349,0.047403088,1,1.135172415,65000,0.004161332,8125,22980.97039,0,65000,0.505882353,73.81974249,0.999762485,4210.257118,3709.987196,8.734081921,NA,ESM_bin,Abies_cephalonica,129,-6.365692706,27.27709841,34.98148933,43.10737955,22.43576518,38.16966914,"c(12, 4)",ESM_bin,NA,NA,32,60,274,0.127199413,0.486284303,Abies cephalonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cone,Monoecious,wind,cone,anemochores,A-semp,NA,NA,NA,NA
Abies_cephalonica,Abies_cephalonica-ESM70_bin,1,17,460000,0.029449424,1.09e-6,13200,8.4507e-4,4.714285714,0.018886044,27058.82353,69850.4837,2500,295000,0.057390185,0.057967858,0.018500006,0.018644068,0.08,1.225,0.401575342,1,2.5,1.039546615,0.047675756,1,1.147497191,92500,0.005921895,5441.176471,22434.54532,0,92500,0.472,69.41176471,0.999629023,2695.587902,5794.654289,8.782685812,NA,ESM70_bin,Abies_cephalonica,181,-8.159086407,39.92884444,34.98148933,44.47773128,21.89006052,39.50670243,"c(12, 4)",ESM70_bin,NA,NA,32,60,274,0.127199413,0.486284303,Abies cephalonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cone,Monoecious,wind,cone,anemochores,A-semp,NA,NA,NA,NA
Abies_cephalonica,Abies_cephalonica-occurrence,1,5,77500,1,6.45e-5,2900,0.037419355,2.416666667,0.806451613,15500,26362.85265,2500,62500,0.074836197,0.067093333,0.022171533,0.0288,0.08,1.21,0.347131099,1,1.8,1.037742789,0.05238465,1,1.106454917,7500,0.096774194,1500,3354.101966,0,7500,0.362637363,66,0.337148803,1.508634223,51370.96774,6.530003881,NA,occurrence,Abies_cephalonica,33,20.14,24.36,36.81,41.31,22.43,38.59,12,occurrence,"Mediterranean Forests, Woodlands and Scrub",64.86486486,32,60,274,0.127199413,0.486284303,Abies cephalonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cone,Monoecious,wind,cone,anemochores,A-semp,NA,NA,NA,NA
Abies_cephalonica,Abies_cephalonica-SDM_bin,1,5,92500,0.005921895,3.2e-7,3500,2.24072e-4,2.692307692,0.005121639,18500,34396.58413,2500,80000,0.075673926,0.07025,0.021801663,0.03125,0.08,1.283333333,0.469929073,1,2.083333333,1.04436769,0.064242842,1,1.140456335,10000,6.40205e-4,2000,4472.135955,0,10000,0.357798165,63.93442623,0.999973589,37863.72842,412.5320102,8.128085956,NA,SDM_bin,Abies_cephalonica,38,20.14379197,24.53478341,34.99249553,41.30735613,22.44030729,38.59224654,12,SDM_bin,NA,NA,32,60,274,0.127199413,0.486284303,Abies cephalonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cone,Monoecious,wind,cone,anemochores,A-semp,NA,NA,NA,NA
Abies_cephalonica,Abies_cephalonica-SDM70_bin,1,15,440000,0.028169014,9.6e-7,13100,8.38668e-4,4.851851852,0.018725992,29333.33333,73718.01163,2500,292500,0.059544527,0.058590883,0.019146944,0.021196581,0.08,1.29025974,0.481197359,1,2.818181818,1.0485812,0.050628105,1,1.167310001,57500,0.003681178,3833.333333,14846.43616,0,57500,0.457556936,68,0.999635274,2741.782835,5697.023047,8.794259114,NA,SDM70_bin,Abies_cephalonica,169,-7.026674996,40.54789553,34.98148933,44.91729772,21.84091359,39.04254549,"c(12, 4)",SDM70_bin,NA,NA,32,60,274,0.127199413,0.486284303,Abies cephalonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cone,Monoecious,wind,cone,anemochores,A-semp,NA,NA,NA,NA
Aconitum_degenii,Aconitum_degenii-ESM_bin,1,12,960000,0.061459667,7.68e-7,22800,0.001459667,5.7,0.042573624,80000,187879.9181,2500,665000,0.047499833,0.052344149,0.024266076,0.020902256,0.08,1.530260943,0.891998028,1,4.212121212,1.061490676,0.065096409,1,1.216233306,167500,0.010723431,13958.33333,42190.8318,0,147500,0.542168675,74.17582418,0.998093782,524.5989196,29775.12804,9.137811773,NA,ESM_bin,Aconitum_degenii,348,-18.43538979,41.73796644,40.42212285,65.12242814,13.06124663,45.37077639,"c(6, 4, 12, 5)",ESM_bin,NA,NA,110,221,1075,0.002010689,0.983367384,Aconitum degenii,H (Hemicryptophyte),s (by seed/by spore),c (competitors),in (insects) [the rule],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H (Hemicryptophyte),s (by seed/by spore),in (insects) [the rule],NA
Aconitum_degenii,Aconitum_degenii-ESM70_bin,1,32,610000,0.039052497,2.05e-6,20200,0.001293214,6.3125,0.017605634,19062.5,48279.88795,2500,275000,0.066227581,0.056598818,0.018131573,0.019272727,0.08,1.16264881,0.344317825,1,2.523809524,1.03397001,0.041265497,1,1.148014308,60000,0.003841229,1875,10606.60172,0,60000,0.414492754,62.71929825,0.999656177,2908.471465,5370.518566,8.551698726,NA,ESM70_bin,Aconitum_degenii,208,-18.43538979,25.40377982,41.32595318,65.12242814,10.32750682,46.72792423,"c(6, 4, 12, 5, 11)",ESM70_bin,NA,NA,110,221,1075,0.002010689,0.983367384,Aconitum degenii,H (Hemicryptophyte),s (by seed/by spore),c (competitors),in (insects) [the rule],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H (Hemicryptophyte),s (by seed/by spore),in (insects) [the rule],NA
Aconitum_degenii,Aconitum_degenii-occurrence,1,5,290000,1,1.72e-5,6800,0.023448276,3.090909091,0.474137931,58000,56551.96725,2500,137500,0.046896215,0.039793939,0.02543739,0.019636364,0.08,1.448888889,0.33727759,1,1.8,1.0633898,0.041575305,1,1.101260062,27500,0.094827586,5500,10954.45115,0,25000,0.546666667,78.0952381,0.647889417,2.840016885,102112.069,7.652329405,NA,occurrence,Aconitum_degenii,110,5.2,26.03,44,48.5,13.695,46.24,"c(5, 4, 12)",occurrence,Temperate Conifer Forests,62.06896552,110,221,1075,0.002010689,0.983367384,Aconitum degenii,H (Hemicryptophyte),s (by seed/by spore),c (competitors),in (insects) [the rule],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H (Hemicryptophyte),s (by seed/by spore),in (insects) [the rule],NA
Aconitum_degenii,Aconitum_degenii-SDM_bin,1,17,875000,0.056017926,1.09e-6,20300,0.001299616,5.342105263,0.03681178,51470.58824,136399.1696,2500,575000,0.046399595,0.052652897,0.02211082,0.015826087,0.08,1.364624423,0.515900441,1,2.935483871,1.055328648,0.052421382,1,1.165685762,175000,0.011203585,10294.11765,41803.87946,0,172500,0.550387597,75.0755287,0.998595351,711.9215086,21940.621,9.072270044,NA,SDM_bin,Aconitum_degenii,316,-5.166678229,47.70276437,39.97466119,60.17400301,14.67416427,45.37077639,"c(4, 12, 5, 6, 8)",SDM_bin,NA,NA,110,221,1075,0.002010689,0.983367384,Aconitum degenii,H (Hemicryptophyte),s (by seed/by spore),c (competitors),in (insects) [the rule],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H (Hemicryptophyte),s (by seed/by spore),in (insects) [the rule],NA
Aconitum_degenii,Aconitum_degenii-SDM70_bin,1,32,1012500,0.064820743,2.05e-6,28700,0.001837388,7,0.024487836,31640.625,79513.66634,2500,382500,0.056690504,0.052296118,0.016697474,0.015779817,0.08,1.274885913,0.462657064,1,3.24,1.048457956,0.047793084,1,1.184539966,150000,0.009603073,4687.5,18488.77166,0,80000,0.476754786,68.01040312,0.999065386,1069.960367,14598.67157,8.835336016,NA,SDM70_bin,Aconitum_degenii,320,-9.361555552,65.99999996,38.61459238,70.0661894,11.31846027,48.06977411,"c(4, 5, 12, 11, 6, 98, 8)",SDM70_bin,NA,NA,110,221,1075,0.002010689,0.983367384,Aconitum degenii,H (Hemicryptophyte),s (by seed/by spore),c (competitors),in (insects) [the rule],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H (Hemicryptophyte),s (by seed/by spore),in (insects) [the rule],NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-ESM_bin,1,10,1385000,0.088668374,6.4e-7,17300,0.001107554,3.604166667,0.084987196,138500,417805.4438,2500,1327500,0.024981849,0.057577213,0.021831894,0.010772128,0.08,1.245921986,0.63748857,1,3.042553191,1.030741994,0.048664191,1,1.16062584,700000,0.044814341,70000,221359.4362,0,700000,0.729898517,88.20754717,0.992774641,138.4014181,112860.1152,9.438318566,NA,ESM_bin,Aconitum_lycoctonum_ssp_lasiostomum,433,22.15438828,52.18030103,47.59082787,58.83117875,34.22201055,53.0237544,"c(4, 5, 8, 6)",ESM_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum ssp lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-ESM_bin,1,10,1385000,0.088668374,6.4e-7,17300,0.001107554,3.604166667,0.084987196,138500,417805.4438,2500,1327500,0.024981849,0.057577213,0.021831894,0.010772128,0.08,1.245921986,0.63748857,1,3.042553191,1.030741994,0.048664191,1,1.16062584,700000,0.044814341,70000,221359.4362,0,700000,0.729898517,88.20754717,0.992774641,138.4014181,112860.1152,9.438318566,NA,ESM_bin,Aconitum_lycoctonum_ssp_lasiostomum,433,22.15438828,52.18030103,47.59082787,58.83117875,34.22201055,53.0237544,"c(4, 5, 8, 6)",ESM_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum subsp. lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-ESM70_bin,1,12,490000,0.031370038,7.68e-7,13600,8.70679e-4,4.857142857,0.009443022,40833.33333,50860.02776,2500,147500,0.055509645,0.041001262,0.017645032,0.016140351,0.08,1.374503968,0.426070054,1,2.3125,1.060953805,0.052827555,1,1.147711775,62500,0.00400128,5208.333333,13075.75538,0,42500,0.484848485,70.52341598,0.99980137,5034.498839,3102.59283,8.300811308,NA,ESM70_bin,Aconitum_lycoctonum_ssp_lasiostomum,138,30.27848126,57.42255067,52.56049216,62.45504822,42.73783573,55.71730326,"c(4, 6)",ESM70_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum ssp lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-ESM70_bin,1,12,490000,0.031370038,7.68e-7,13600,8.70679e-4,4.857142857,0.009443022,40833.33333,50860.02776,2500,147500,0.055509645,0.041001262,0.017645032,0.016140351,0.08,1.374503968,0.426070054,1,2.3125,1.060953805,0.052827555,1,1.147711775,62500,0.00400128,5208.333333,13075.75538,0,42500,0.484848485,70.52341598,0.99980137,5034.498839,3102.59283,8.300811308,NA,ESM70_bin,Aconitum_lycoctonum_ssp_lasiostomum,138,30.27848126,57.42255067,52.56049216,62.45504822,42.73783573,55.71730326,"c(4, 6)",ESM70_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum subsp. lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-occurrence,1,14,432500,1,3.24e-5,14700,0.033988439,5.444444444,0.566473988,30892.85714,64028.2926,2500,245000,0.067976138,0.056224013,0.017047913,0.025306122,0.08,1.390079365,0.702539751,1,3.1,1.052967333,0.067309382,1,1.189996963,55000,0.12716763,3928.571429,13995.68222,0,52500,0.403651116,62.38244514,0.643656654,2.806282232,154118.4971,8.074107403,NA,occurrence,Aconitum_lycoctonum_ssp_lasiostomum,131,24,42.99,44.47,59.74,34.83,52.57,"c(4, 8, 5)",occurrence,Temperate Broadleaf and Mixed Forests,92.08633094,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum ssp lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-occurrence,1,14,432500,1,3.24e-5,14700,0.033988439,5.444444444,0.566473988,30892.85714,64028.2926,2500,245000,0.067976138,0.056224013,0.017047913,0.025306122,0.08,1.390079365,0.702539751,1,3.1,1.052967333,0.067309382,1,1.189996963,55000,0.12716763,3928.571429,13995.68222,0,52500,0.403651116,62.38244514,0.643656654,2.806282232,154118.4971,8.074107403,NA,occurrence,Aconitum_lycoctonum_ssp_lasiostomum,131,24,42.99,44.47,59.74,34.83,52.57,"c(4, 8, 5)",occurrence,Temperate Broadleaf and Mixed Forests,92.08633094,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum subsp. lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-SDM_bin,1,22,1627500,0.104193342,1.41e-6,24900,0.00159411,4.788461538,0.093950064,73977.27273,311381.961,2500,1467500,0.0305988,0.058767156,0.019252004,0.011925043,0.08,1.132034632,0.549451104,1,3.571428571,1.022203294,0.038873178,1,1.180874706,690000,0.044174136,31363.63636,147108.4943,0,690000,0.678916828,84.24,0.991161192,113.1374285,138062.1799,9.446801932,NA,SDM_bin,Aconitum_lycoctonum_ssp_lasiostomum,498,10.35308023,46.51448429,42.21704154,61.10857775,33.39128415,53.01441142,"c(6, 4, 5, 8)",SDM_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum ssp lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-SDM_bin,1,22,1627500,0.104193342,1.41e-6,24900,0.00159411,4.788461538,0.093950064,73977.27273,311381.961,2500,1467500,0.0305988,0.058767156,0.019252004,0.011925043,0.08,1.132034632,0.549451104,1,3.571428571,1.022203294,0.038873178,1,1.180874706,690000,0.044174136,31363.63636,147108.4943,0,690000,0.678916828,84.24,0.991161192,113.1374285,138062.1799,9.446801932,NA,SDM_bin,Aconitum_lycoctonum_ssp_lasiostomum,498,10.35308023,46.51448429,42.21704154,61.10857775,33.39128415,53.01441142,"c(6, 4, 5, 8)",SDM_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum subsp. lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum_lycoctonum_ssp_lasiostomum,Aconitum_lycoctonum_ssp_lasiostomum-SDM70_bin,1,47,2772500,0.177496799,3.01e-6,63800,0.004084507,9.52238806,0.081466069,58989.3617,190729.9049,2500,1272500,0.04602313,0.051105177,0.020149818,0.013988212,0.08,1.401445545,0.618140841,1,3.869565217,1.059424547,0.05557866,1,1.208859954,697500,0.044654289,14840.42553,79201.86828,0,537500,0.553221289,73.45420735,0.992471112,132.8217373,117601.2324,9.235548974,NA,SDM70_bin,Aconitum_lycoctonum_ssp_lasiostomum,926,-8.712807753,64.68473381,34.98148933,70.96312755,34.20075674,46.25586624,"c(12, 4, 5, 6, 11, 8, 13, 98)",SDM70_bin,NA,NA,131,663,496,0.504696944,7.91e-10,Aconitum lycoctonum ssp lasiostomum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
